 	ribo_5p
MSMEG_5190	1.4826
MSMEG_5191	4.0908
MSMEG_5192	1.52
MSMEG_5193	0.614
MSMEG_5194	1.7016
MSMEG_5195	0.4045
MSMEG_5196	0.0309
MSMEG_5197	0.4198
MSMEG_5198	0.2504
MSMEG_5199	3.2665
MSMEG_5200	0.3878
MSMEG_5201	1.4837
MSMEG_5202	0.0925
MSMEG_5203	3.6118
MSMEG_5204	0.6442
MSMEG_5205	0.2282
MSMEG_5206	0.5399
MSMEG_5207	0.586
MSMEG_5208	0.7419
MSMEG_5209	0.2131
MSMEG_5210	1.0461
MSMEG_5211	0.2226
MSMEG_5212	3.7825
MSMEG_5213	2.6998
MSMEG_5214	0.1852
MSMEG_5215	0.8044
MSMEG_5216	0.1635
MSMEG_5217	4.6222
MSMEG_5218	0.8699
MSMEG_5219	0.6151
MSMEG_5220	0.1743
MSMEG_5221	0.382
MSMEG_5222	2.9319
MSMEG_5223	2.4291
MSMEG_5224	0.2189
MSMEG_5225	7.6893
MSMEG_5226	0.0931
MSMEG_5227	1.2576
MSMEG_5228	0.2674
MSMEG_5229	0.1398
MSMEG_5230	0.2026
MSMEG_5231	0.7898
MSMEG_5232	0.6684
MSMEG_5233	2.0058
MSMEG_5234	0.4913
MSMEG_5235	0.2814
MSMEG_5236	0.3329
MSMEG_5237	0.5408
MSMEG_5238	2.5437
MSMEG_5239	2.4366
MSMEG_5240	1.255
MSMEG_5241	0.0904
MSMEG_5242	0.1561
MSMEG_5243	0.4572
MSMEG_5244	0.1009
MSMEG_5245	0.4262
MSMEG_5246	1.3556
MSMEG_5247	0.7308
MSMEG_5248	2.9782
MSMEG_5249	0.7256
MSMEG_5250	0.5675
MSMEG_5251	0.7038
MSMEG_5252	1.5306
MSMEG_5253	1.5168
MSMEG_5254	0.0891
MSMEG_5255	0.3818
MSMEG_5256	0.4307
MSMEG_5257	2.3574
MSMEG_5258	0.6177
MSMEG_5259	0.1506
MSMEG_5260	0.5557
MSMEG_5261	0.3966
MSMEG_5262	0.9506
MSMEG_5263	1.2544
MSMEG_5264	0.1931
MSMEG_5265	2.3514
MSMEG_5266	1.8277
MSMEG_5267	13.7004
MSMEG_5268	0.9774
MSMEG_5269	0.1824
MSMEG_5270	4.4649
MSMEG_5271	1.8187
MSMEG_5272	1.2032
MSMEG_5273	2.0422
MSMEG_5274	0.1474
MSMEG_5275	2.463
MSMEG_5276	2.3862
MSMEG_5277	0.6267
MSMEG_5278	0.1734
MSMEG_5279	0.4773
MSMEG_5280	0.5156
MSMEG_5281	1.2479
MSMEG_5282	0.4821
MSMEG_5283	0.9031
MSMEG_5284	0.4442
MSMEG_5285	2.607
MSMEG_5286	0.6032
MSMEG_5287	3.0869
MSMEG_5288	0.1541
MSMEG_5289	0.3231
MSMEG_5290	0.1667
MSMEG_5291	1.5368
MSMEG_5292	0.8956
MSMEG_5293	0.4247
MSMEG_5294	0.0743
MSMEG_5295	0.4562
MSMEG_5296	0.4676
MSMEG_5297	0.4827
MSMEG_5298	1.4708
MSMEG_5299	0.2216
MSMEG_5300	1.7937
MSMEG_5301	0.393
MSMEG_5302	0.5151
MSMEG_5303	0.2638
MSMEG_5304	0.1107
MSMEG_5305	0.2529
MSMEG_5306	0.6498
MSMEG_5307	0.5324
MSMEG_5308	1.1808
MSMEG_5309	0.1327
MSMEG_5310	1.5845
MSMEG_5311	0.2788
MSMEG_5312	0.5156
MSMEG_5313	0.6098
MSMEG_5314	0.0507
MSMEG_5315	1.4658
MSMEG_5316	0.2447
MSMEG_5317	0.2579
MSMEG_5318	0.4734
MSMEG_5319	1.3481
MSMEG_5320	0.569
MSMEG_5321	1.6267
MSMEG_5322	0.4612
MSMEG_5323	1.2954
MSMEG_5324	0.076
MSMEG_5325	0.6699
MSMEG_5326	0.1745
MSMEG_5327	0.5085
MSMEG_5328	1.3186
MSMEG_5329	0.2671
MSMEG_5330	0.8247
MSMEG_5332	0.5713
MSMEG_5333	1.7324
MSMEG_5334	0.6768
MSMEG_5335	1.1511
MSMEG_5336	0.4561
MSMEG_5338	0.3112
MSMEG_5339	0.4824
MSMEG_5340	1.0182
MSMEG_5341	0.6835
MSMEG_5342	0.3196
MSMEG_5343	1.0013
MSMEG_5344	14.2589
MSMEG_5345	1.9803
MSMEG_5346	0.7086
MSMEG_5347	0.4695
MSMEG_5348	0.3
MSMEG_5349	1.3601
MSMEG_5350	0.0922
MSMEG_5351	2.0594
MSMEG_5352	3.9257
MSMEG_5353	0.4363
MSMEG_5354	3.2833
MSMEG_5355	0.7921
MSMEG_5356	0.641
MSMEG_5357	0.4016
MSMEG_5358	0.227
MSMEG_5359	1.8925
MSMEG_5360	0.3162
MSMEG_5361	0.2074
MSMEG_5362	9.8758
MSMEG_5363	0.2125
MSMEG_5364	0.3231
MSMEG_5365	0.4084
MSMEG_5366	0.481
MSMEG_5367	0.4307
MSMEG_5368	0.1379
MSMEG_5369	0.1282
MSMEG_5370	0.139
MSMEG_5371	0.1273
MSMEG_5372	0.3897
MSMEG_5373	0.2961
MSMEG_5374	1.2701
MSMEG_5375	1.6108
MSMEG_5376	1.2656
MSMEG_5377	0.2279
MSMEG_5378	0.0036
MSMEG_5379	0.2108
MSMEG_5381	0.4059
MSMEG_5383	1.8257
MSMEG_5384	0.5456
MSMEG_5385	0.5406
MSMEG_5386	0.5037
MSMEG_5387	0.4533
MSMEG_5388	1.6607
MSMEG_5389	0.7579
MSMEG_5390	0.9946
MSMEG_5391	0.3016
MSMEG_5392	0.2378
MSMEG_5393	0.3267
MSMEG_5394	0.394
MSMEG_5395	1.1804
MSMEG_5396	0.087
MSMEG_5397	0.3558
MSMEG_5398	0.0903
MSMEG_5399	0.2256
MSMEG_5400	0.3097
MSMEG_5401	0.3109
MSMEG_5402	3.3666
MSMEG_5403	0.7268
MSMEG_5404	4.5143
MSMEG_5405	2.334
MSMEG_5406	8.5136
MSMEG_5407	0.0507
MSMEG_5408	0.4449
MSMEG_5409	0.2799
MSMEG_5410	0.5676
MSMEG_5411	0.2342
MSMEG_5412	1.2083
MSMEG_5413	0.2489
MSMEG_5414	0.1329
MSMEG_5415	1.496
MSMEG_5416	0.7633
MSMEG_5417	0.4897
MSMEG_5418	0.4401
MSMEG_5420	0.5648
MSMEG_5421	2.347
MSMEG_5422	0.2426
MSMEG_5423	0.9521
MSMEG_5424	0.6479
MSMEG_5426	1.8759
MSMEG_5427	1.1064
MSMEG_5428	0.2435
MSMEG_5429	0.3341
MSMEG_5430	0.3496
MSMEG_5431	0.7729
MSMEG_5432	0.1595
MSMEG_5433	0.5452
MSMEG_5434	0.3077
MSMEG_5435	0.8496
MSMEG_5436	1.3054
MSMEG_5437	2.562
MSMEG_5438	0.4317
MSMEG_5439	0.1564
MSMEG_5440	1.9395
MSMEG_5441	1.091
MSMEG_5442	0.4985
MSMEG_5443	0.148
MSMEG_5444	0.2627
MSMEG_5445	4.5375
MSMEG_5446	4.4611
MSMEG_5447	0.7879
MSMEG_5448	3.6815
MSMEG_5449	0.204
MSMEG_5450	1.3769
MSMEG_5451	0.3943
MSMEG_5452	0.4661
MSMEG_5453	1.0017
MSMEG_5454	2.6894
MSMEG_5455	0.6599
MSMEG_5456	0.6157
MSMEG_5457	0.9473
MSMEG_5458	0.5334
MSMEG_5459	0.1418
MSMEG_5460	0.2432
MSMEG_5461	0.7354
MSMEG_5462	0.3162
MSMEG_5463	0.3775
MSMEG_5464	0.1677
MSMEG_5465	1.6804
MSMEG_5466	0.6816
MSMEG_5468	1.9679
MSMEG_5469	0.1432
MSMEG_5470	0.2166
MSMEG_5471	6.0185
MSMEG_5472	0.6273
MSMEG_5473	0.3453
MSMEG_5474	0.0897
MSMEG_5475	0.9016
MSMEG_5476	1.5507
MSMEG_5477	1.0929
MSMEG_5478	0.7356
MSMEG_5479	3.3512
MSMEG_5480	0.6566
MSMEG_5481	0.0867
MSMEG_5482	0.8763
MSMEG_5483	0.1144
MSMEG_5484	0.4771
MSMEG_5485	0.1876
MSMEG_5486	0.3083
MSMEG_5487	1.2972
MSMEG_5488	0.4299
MSMEG_5489	13.3926
MSMEG_5490	0.4576
MSMEG_5491	0.7249
MSMEG_5492	0.2572
MSMEG_5493	0.2477
MSMEG_5494	0.758
MSMEG_5495	0.7101
MSMEG_5496	1.0186
MSMEG_5497	0.1237
MSMEG_5498	0.3453
MSMEG_5499	0.2409
MSMEG_5500	0.3611
MSMEG_5501	0.2424
MSMEG_5502	0.3368
MSMEG_5503	0.4077
MSMEG_5504	1.8566
MSMEG_5505	0.9103
MSMEG_5506	0.1829
MSMEG_5507	0.7417
MSMEG_5508	0.7797
MSMEG_5509	1.4872
MSMEG_5511	0.3643
MSMEG_5512	5.0477
MSMEG_5513	1.6516
MSMEG_5514	0.4233
MSMEG_5515	0.7665
MSMEG_5516	0.2438
MSMEG_5517	0.1277
MSMEG_5518	1.2799
MSMEG_5519	0.9814
MSMEG_5520	2.3996
MSMEG_5521	3.0651
MSMEG_5522	3.5693
MSMEG_5523	0.6789
MSMEG_5524	0.4473
MSMEG_5525	2.7005
MSMEG_5526	0.2375
MSMEG_5527	0.3849
MSMEG_5528	0.1343
MSMEG_5529	0.3132
MSMEG_5530	0.3005
MSMEG_5531	0.4082
MSMEG_5532	0.2599
MSMEG_5533	0.2461
MSMEG_5534	1.1476
MSMEG_5535	0.6401
MSMEG_5536	1.8413
MSMEG_5537	9.1576
MSMEG_5538	3.5014
MSMEG_5539	0.2957
MSMEG_5540	0.2855
MSMEG_5541	4.5243
MSMEG_5542	0.0302
MSMEG_5543	0.7286
MSMEG_5544	0.1702
MSMEG_5545	2.928
MSMEG_5546	0.9582
MSMEG_5547	1.8024
MSMEG_5548	1.469
MSMEG_5549	1.5076
MSMEG_5551	0.4117
MSMEG_5552	0.3678
MSMEG_5553	0.336
MSMEG_5554	1.3114
MSMEG_5556	0.0708
MSMEG_5557	0.1475
MSMEG_5558	0.4081
MSMEG_5559	0.1481
MSMEG_5560	0.2197
MSMEG_5561	0.2316
MSMEG_5562	0.3582
MSMEG_5563	0.6353
MSMEG_5564	1.1554
MSMEG_5565	0.6665
MSMEG_5566	1.2661
MSMEG_5567	2.4325
MSMEG_5568	2.7646
MSMEG_5569	0.5375
MSMEG_5570	0.7795
MSMEG_5571	0.6519
MSMEG_5572	0.7925
MSMEG_5573	0.1487
MSMEG_5574	0.7975
MSMEG_5575	0.4283
MSMEG_5576	11.2327
MSMEG_5577	0.3614
MSMEG_5578	0.3943
MSMEG_5579	0.6021
MSMEG_5580	2.882
MSMEG_5581	0.8438
MSMEG_5582	3.1476
MSMEG_5583	0.7239
MSMEG_5584	0.5515
MSMEG_5585	0.6835
MSMEG_5586	0.8204
MSMEG_5587	1.4327
MSMEG_5588	0.9087
MSMEG_5589	0.4956
MSMEG_5590	0.189
MSMEG_5591	1.2261
MSMEG_5592	2.1561
MSMEG_5593	0.4681
MSMEG_5594	0.6543
MSMEG_5595	1.4522
MSMEG_5596	1.2512
MSMEG_5597	0.3876
MSMEG_5599	0.2823
MSMEG_5600	0.1812
MSMEG_5601	1.0018
MSMEG_5602	4.8778
MSMEG_5603	0.1401
MSMEG_5604	0.379
MSMEG_5605	2.5382
MSMEG_5606	0.1002
MSMEG_5607	0.6879
MSMEG_5608	0.3352
MSMEG_5609	1.5135
MSMEG_5610	0.6188
MSMEG_5611	0.3552
MSMEG_5612	0.9388
MSMEG_5613	2.0162
MSMEG_5614	0.2394
MSMEG_5615	2.5411
MSMEG_5616	0.2338
MSMEG_5617	1.1686
MSMEG_5618	0.289
MSMEG_5619	0.6043
MSMEG_5620	0.3206
MSMEG_5621	0.8906
MSMEG_5622	0.5863
MSMEG_5623	0.3135
MSMEG_5624	0.7452
MSMEG_5625	0.5364
MSMEG_5626	0.3133
MSMEG_5627	0.3932
MSMEG_5628	0.5112
MSMEG_5629	0.5637
MSMEG_5630	0.1874
MSMEG_5631	0.5563
MSMEG_5632	0.672
MSMEG_5633	0.415
MSMEG_5634	0.2331
MSMEG_5635	6.4802
MSMEG_5636	0.2765
MSMEG_5637	0.093
MSMEG_5638	0.2628
MSMEG_5639	14.5401
MSMEG_5640	0.5491
MSMEG_5641	1.0139
MSMEG_5642	1.9299
MSMEG_5643	0.6754
MSMEG_5644	0.2131
MSMEG_5645	7.2183
MSMEG_5646	0.4837
MSMEG_5648	2.511
MSMEG_5649	0.2912
MSMEG_5650	0.4897
MSMEG_5651	0.6571
MSMEG_5652	0.5756
MSMEG_5653	0.4205
MSMEG_5654	0.4618
MSMEG_5655	0.2944
MSMEG_5656	0.3761
MSMEG_5657	0.811
MSMEG_5658	2.2529
MSMEG_5659	0.4867
MSMEG_5660	0.6189
MSMEG_5661	0.7278
MSMEG_5662	43.8963
MSMEG_5663	0.039
MSMEG_5664	3.4497
MSMEG_5665	0.4048
MSMEG_5666	3.8233
MSMEG_5667	0.3822
MSMEG_5668	0.2055
MSMEG_5669	0.0483
MSMEG_5670	0.8178
MSMEG_5671	0.1823
MSMEG_5672	0.7005
MSMEG_5673	0.5782
MSMEG_5674	0.1997
MSMEG_5675	5.0939
MSMEG_5676	16.494
MSMEG_5677	0.292
MSMEG_5678	0.7568
MSMEG_5679	0.1373
MSMEG_5680	1.0245
MSMEG_5681	0.1423
MSMEG_5682	0.4483
MSMEG_5683	0.5498
MSMEG_5684	6.7762
MSMEG_5685	1.1431
MSMEG_5686	0.1703
MSMEG_5687	0.1856
MSMEG_5688	0.2586
MSMEG_5689	1.9128
MSMEG_5690	0.6051
MSMEG_5691	3.7072
MSMEG_5692	0.4314
MSMEG_5693	36.3318
MSMEG_5694	0.0763
MSMEG_5695	0.2007
MSMEG_5696	0.0303
MSMEG_5697	1.0031
MSMEG_5698	1.1592
MSMEG_5699	0.4145
MSMEG_5700	0.7417
MSMEG_5701	0.2816
MSMEG_5702	0.0846
MSMEG_5703	0.1684
MSMEG_5704	15.9298
MSMEG_5705	2.3633
MSMEG_5706	1.4754
MSMEG_5707	0.4642
MSMEG_5708	1.1264
MSMEG_5709	0.303
MSMEG_5710	0.2643
MSMEG_5711	0.6874
MSMEG_5712	1.2436
MSMEG_5713	0.3181
MSMEG_5714	0.6871
MSMEG_5715	2.7867
MSMEG_5716	0.0975
MSMEG_5717	5.477
MSMEG_5718	0.3386
MSMEG_5719	0.5594
MSMEG_5720	0.5191
MSMEG_5721	0.5927
MSMEG_5722	6.8925
MSMEG_5723	1.2496
MSMEG_5724	4.4568
MSMEG_5725	0.5445
MSMEG_5726	0.1114
MSMEG_5727	0.7247
MSMEG_5728	0.7126
MSMEG_5729	0.2458
MSMEG_5730	0.1484
MSMEG_5731	0.1277
MSMEG_5732	0.0348
MSMEG_5733	10.7303
MSMEG_5734	25.0575
MSMEG_5735	2.979
MSMEG_5736	2.4071
MSMEG_5737	0.087
MSMEG_5738	2.1695
MSMEG_5739	1.7613
MSMEG_5740	0.2174
MSMEG_5741	0.5564
MSMEG_5742	0.2279
MSMEG_5743	0.3106
MSMEG_5744	0.2458
MSMEG_5745	0.4666
MSMEG_5746	0.0495
MSMEG_5747	0.1403
MSMEG_5748	0.1656
MSMEG_5749	0.243
MSMEG_5750	0.3216
MSMEG_5751	0.2715
MSMEG_5752	0.7879
MSMEG_5753	0.3866
MSMEG_5754	0.4505
MSMEG_5759	0.5946
MSMEG_5760	1.321
MSMEG_5761	0.4695
MSMEG_5762	0.3493
MSMEG_5763	0.1351
MSMEG_5764	0.8371
MSMEG_5765	0.2194
MSMEG_5766	1.4745
MSMEG_5767	0.8272
MSMEG_5768	1.0723
MSMEG_5769	0.0724
MSMEG_5770	0.5053
MSMEG_5771	0.3686
MSMEG_5772	0.1648
MSMEG_5773	2.4233
MSMEG_5774	0.1593
MSMEG_5775	0.2034
MSMEG_5776	1.5876
MSMEG_5777	0.4331
MSMEG_5778	0.563
MSMEG_5779	0.9476
MSMEG_5780	0.3647
MSMEG_5781	0.4886
MSMEG_5782	0.4311
MSMEG_5784	0.7305
MSMEG_5785	0.4928
MSMEG_5786	0.5705
MSMEG_5787	0.7344
MSMEG_5788	0.4359
MSMEG_5789	1.1423
MSMEG_5790	1.8943
MSMEG_5791	16.6615
MSMEG_5792	0.8456
MSMEG_5793	0.3768
MSMEG_5794	0.0618
MSMEG_5795	8.3028
MSMEG_5796	16.6442
MSMEG_5797	1.1658
MSMEG_5798	0.5536
MSMEG_5799	0.3605
MSMEG_5800	0.8622
MSMEG_5801	0.9841
MSMEG_5802	1.7655
MSMEG_5803	0.4301
MSMEG_5804	0.2514
MSMEG_5805	0.3382
MSMEG_5806	0.1952
MSMEG_5807	1.0028
MSMEG_5808	0.4732
MSMEG_5809	0.6395
MSMEG_5810	0.2045
MSMEG_5811	0.8704
MSMEG_5812	0.3698
MSMEG_5813	0.3508
MSMEG_5814	0.6401
MSMEG_5815	0.7884
MSMEG_5816	1.6257
MSMEG_5817	0.898
MSMEG_5818	0.1009
MSMEG_5819	0.4332
MSMEG_5820	0.5654
MSMEG_5821	0.1183
MSMEG_5822	0.5844
MSMEG_5823	0.3393
MSMEG_5824	4.2817
MSMEG_5825	1.1309
MSMEG_5826	0.5223
MSMEG_5827	0.7529
MSMEG_5828	4.4351
MSMEG_5829	0.187
MSMEG_5830	0.844
MSMEG_5831	1.1073
MSMEG_5832	7.2119
MSMEG_5834	3.0984
MSMEG_5835	0.4935
MSMEG_5836	0.1745
MSMEG_5837	2.2279
MSMEG_5838	1.7066
MSMEG_5839	0.4776
MSMEG_5840	0.2304
MSMEG_5841	1.7106
MSMEG_5842	0.7139
MSMEG_5843	0.1476
MSMEG_5844	0.2426
MSMEG_5845	0.1017
MSMEG_5846	0.1639
MSMEG_5847	9.2504
MSMEG_5848	0.5569
MSMEG_5849	1.4654
MSMEG_5850	0.6691
MSMEG_5851	2.8693
MSMEG_5852	1.4395
MSMEG_5853	0.5926
MSMEG_5854	2.8021
MSMEG_5855	0.2129
MSMEG_5856	0.7608
MSMEG_5857	0.3042
MSMEG_5858	0.6497
MSMEG_5859	1.555
MSMEG_5860	1.3253
MSMEG_5861	0.4985
MSMEG_5862	0.1821
MSMEG_5863	0.8174
MSMEG_5864	0.4852
MSMEG_5865	0.4794
MSMEG_5866	0.7065
MSMEG_5867	0.3314
MSMEG_5868	0.8852
MSMEG_5869	0.59
MSMEG_5870	0.2668
MSMEG_5871	3.8525
MSMEG_5872	1.8812
MSMEG_5873	4.5495
MSMEG_5875	0.1914
MSMEG_5876	0.1485
MSMEG_5877	0.1569
MSMEG_5878	0.7212
MSMEG_5879	0.2985
MSMEG_5880	0.9377
MSMEG_5881	0.7138
MSMEG_5882	0.5735
MSMEG_5883	0.2358
MSMEG_5884	3.2485
MSMEG_5885	1.2662
MSMEG_5886	0.3386
MSMEG_5887	0.787
MSMEG_5888	0.3694
MSMEG_5889	1.3471
MSMEG_5890	1.0829
MSMEG_5891	0.0315
MSMEG_5892	0.1542
MSMEG_5893	0.159
MSMEG_5894	0.3763
MSMEG_5895	0.2872
MSMEG_5896	0.2036
MSMEG_5897	0.3494
MSMEG_5898	0.2137
MSMEG_5899	0.1421
MSMEG_5900	0.1219
MSMEG_5901	0.2547
MSMEG_5902	0.2404
MSMEG_5903	0.3071
MSMEG_5904	3.7663
MSMEG_5905	1.1672
MSMEG_5906	1.2668
MSMEG_5907	0.5973
MSMEG_5908	0.2719
MSMEG_5909	0.551
MSMEG_5910	0.6101
MSMEG_5911	0.6299
MSMEG_5912	1.5004
MSMEG_5913	0.4808
MSMEG_5914	6.5728
MSMEG_5915	1.1921
MSMEG_5916	0.2455
MSMEG_5917	0.5987
MSMEG_5918	0.7702
MSMEG_5919	0.096
MSMEG_5920	0.3151
MSMEG_5921	0.3721
MSMEG_5922	0.3711
MSMEG_5923	0.2139
MSMEG_5924	1.8728
MSMEG_5925	5.7807
MSMEG_5926	0.1871
MSMEG_5927	0.4164
MSMEG_5928	0.8221
MSMEG_5929	0.5661
MSMEG_5930	1.0304
MSMEG_5931	0.9576
MSMEG_5932	0.8523
MSMEG_5933	0.2517
MSMEG_5934	1.0572
MSMEG_5935	0.5205
MSMEG_5936	0.777
MSMEG_5937	1.3547
MSMEG_5938	0.3596
MSMEG_5939	0.1457
MSMEG_5940	0.3854
MSMEG_5941	1.6771
MSMEG_5942	0.6927
MSMEG_5943	0.2843
MSMEG_5944	0.5858
MSMEG_5945	0.8054
MSMEG_5946	0.2483
MSMEG_5947	0.5939
MSMEG_5948	0.2443
MSMEG_5949	0.6169
MSMEG_5950	0.6676
MSMEG_5951	0.2477
MSMEG_5952	0.3784
MSMEG_5953	0.2862
MSMEG_5954	0.3112
MSMEG_5955	0.2113
MSMEG_5956	0.2275
MSMEG_5957	0.4858
MSMEG_5958	0.5212
MSMEG_5959	0.4368
MSMEG_5960	0.4231
MSMEG_5961	0.2916
MSMEG_5962	0.1805
MSMEG_5963	0.4337
MSMEG_5964	1.1793
MSMEG_5965	0.3511
MSMEG_5966	0.2837
MSMEG_5967	0.1337
MSMEG_5968	0.2633
MSMEG_5969	0.1967
MSMEG_5970	1.8912
MSMEG_5971	0.4325
MSMEG_5972	0.5966
MSMEG_5973	0.31
MSMEG_5974	0.2075
MSMEG_5975	0.558
MSMEG_5976	0.6413
MSMEG_5977	0.5731
MSMEG_5978	0.3016
MSMEG_5979	0.6813
MSMEG_5980	0.8289
MSMEG_5981	0.6798
MSMEG_5982	0.3785
MSMEG_5983	0.2736
MSMEG_5984	0.4985
MSMEG_5985	0.1243
MSMEG_5986	1.0834
MSMEG_5987	0.1276
MSMEG_5988	0.739
MSMEG_5989	1.3381
MSMEG_5990	0.5145
MSMEG_5991	0.3553
MSMEG_5992	0.5817
MSMEG_5993	0.4872
MSMEG_5994	0.388
MSMEG_5995	2.704
MSMEG_5996	1.6402
MSMEG_5997	0.2541
MSMEG_5998	0.3931
MSMEG_5999	0.2922
MSMEG_6000	4.0487
MSMEG_6001	0.4416
MSMEG_6002	0.5479
MSMEG_6003	0.54
MSMEG_6004	0.291
MSMEG_6005	0.107
MSMEG_6006	0.3942
MSMEG_6008	1.237
MSMEG_6009	7.1687
MSMEG_6010	0.1194
MSMEG_6011	0.3736
MSMEG_6012	1.8481
MSMEG_6014	0.4696
MSMEG_6015	0.4509
MSMEG_6016	0.4726
MSMEG_6017	0.3046
MSMEG_6018	0.3676
MSMEG_6019	0.3897
MSMEG_6020	0.4999
MSMEG_6021	1.2472
MSMEG_6022	0.5165
MSMEG_6023	0.7554
MSMEG_6024	0.5823
MSMEG_6025	0.5612
MSMEG_6026	0.2577
MSMEG_6027	0.3963
MSMEG_6028	0.9966
MSMEG_6029	0.4061
MSMEG_6030	0.4096
MSMEG_6031	0.503
MSMEG_6032	0.9431
MSMEG_6033	0.4156
MSMEG_6034	0.3664
MSMEG_6035	0.2562
MSMEG_6036	1.434
MSMEG_6037	0.2246
MSMEG_6038	0.906
MSMEG_6039	0.6614
MSMEG_6040	0.7332
MSMEG_6041	1.217
MSMEG_6042	0.2732
MSMEG_6043	0.1862
MSMEG_6044	0.994
MSMEG_6045	1.1788
MSMEG_6046	0.3388
MSMEG_6047	1.0971
MSMEG_6048	0.9401
MSMEG_6049	0.3431
MSMEG_6050	0.4767
MSMEG_6052	1.7048
MSMEG_6053	2.5546
MSMEG_6054	0.4128
MSMEG_6055	0.0743
MSMEG_6057	0.5145
MSMEG_6058	0.1466
MSMEG_6059	4.4591
MSMEG_6060	1.0589
MSMEG_6061	0.2758
MSMEG_6062	0.2167
MSMEG_6063	0.1767
MSMEG_6064	0.2604
MSMEG_6065	0.1813
MSMEG_6066	0.2583
MSMEG_6067	0.204
MSMEG_6068	0.4971
MSMEG_6069	0.7591
MSMEG_6070	0.2864
MSMEG_6071	2.737
MSMEG_6072	0.6217
MSMEG_6073	0.1322
MSMEG_6074	0.5708
MSMEG_6075	0.3561
MSMEG_6076	0.1336
MSMEG_6077	2.0211
MSMEG_6078	1.0152
MSMEG_6079	0.0187
MSMEG_6080	1.2493
MSMEG_6081	0.2067
MSMEG_6082	0.1568
MSMEG_6083	0.0477
MSMEG_6085	4.3104
MSMEG_6086	0.7398
MSMEG_6087	0.2742
MSMEG_6088	0.0966
MSMEG_6089	0.1147
MSMEG_6090	0.1855
MSMEG_6091	1.6685
MSMEG_6092	0.4857
MSMEG_6093	0.0299
MSMEG_6094	10.4028
MSMEG_6095	1.4863
MSMEG_6096	0.3352
MSMEG_6097	0.5223
MSMEG_6098	0.2229
MSMEG_6099	0.318
MSMEG_6100	0.2707
MSMEG_6101	0.5044
MSMEG_6102	0.4265
MSMEG_6103	0.1126
MSMEG_6104	0.3061
MSMEG_6105	1.0319
MSMEG_6106	2.4507
MSMEG_6107	0.5314
MSMEG_6108	0.321
MSMEG_6109	0.5545
MSMEG_6110	2.4124
MSMEG_6111	0.2742
MSMEG_6112	0.4607
MSMEG_6113	0.2972
MSMEG_6114	2.6298
MSMEG_6115	0.3605
MSMEG_6116	0.0589
MSMEG_6117	0.466
MSMEG_6118	0.3808
MSMEG_6119	0.6296
MSMEG_6120	0.5005
MSMEG_6121	0.6634
MSMEG_6122	0.899
MSMEG_6123	0.3172
MSMEG_6124	0.4609
MSMEG_6125	1.1561
MSMEG_6126	1.9973
MSMEG_6127	1.4513
MSMEG_6128	0.285
MSMEG_6129	0.2994
MSMEG_6130	0.3616
MSMEG_6131	1.5438
MSMEG_6132	0.5735
MSMEG_6133	0.4687
MSMEG_6134	0.2002
MSMEG_6135	1.7504
MSMEG_6136	0.3376
MSMEG_6137	0.9659
MSMEG_6138	0.074
MSMEG_6139	0.1349
MSMEG_6140	0.411
MSMEG_6141	0.8765
MSMEG_6142	11.3729
MSMEG_6143	0.2185
MSMEG_6144	2.0971
MSMEG_6145	0.2364
MSMEG_6146	0.0523
MSMEG_6147	0.2748
MSMEG_6148	0.1554
MSMEG_6149	0.9529
MSMEG_6150	1.7529
MSMEG_6151	0.6784
MSMEG_6153	0.6364
MSMEG_6154	1.7146
MSMEG_6155	0.0192
MSMEG_6156	0.0064
MSMEG_6157	0.3061
MSMEG_6158	0.1617
MSMEG_6159	0.5542
MSMEG_6160	1.332
MSMEG_6161	0.0748
MSMEG_6162	0.2792
MSMEG_6163	5.289
MSMEG_6164	0.349
MSMEG_6165	0.2983
MSMEG_6166	0.7874
MSMEG_6167	0.247
MSMEG_6168	0.3193
MSMEG_6169	0.8359
MSMEG_6170	0.4196
MSMEG_6171	0.2213
MSMEG_6172	0.4292
MSMEG_6173	1.996
MSMEG_6174	7.4764
MSMEG_6175	2.3263
MSMEG_6176	1.5545
MSMEG_6177	0.6473
MSMEG_6178	0.5574
MSMEG_6179	0.1577
MSMEG_6180	0.7493
MSMEG_6181	0.2729
MSMEG_6182	0.747
MSMEG_6183	0.5409
MSMEG_6184	0.1261
MSMEG_6185	0.539
MSMEG_6186	0.2873
MSMEG_6187	2.6565
MSMEG_6188	2.3551
MSMEG_6189	1.2801
MSMEG_6190	0.8931
MSMEG_6191	0.4264
MSMEG_6192	5.1392
MSMEG_6193	3.3823
MSMEG_6194	0.1628
MSMEG_6195	0.2321
MSMEG_6196	0.8879
MSMEG_6197	1.7676
MSMEG_6198	1.7734
MSMEG_6199	1.3955
MSMEG_6200	2.7433
MSMEG_6201	0.0782
MSMEG_6202	0.435
MSMEG_6203	0.6012
MSMEG_6205	0.4223
MSMEG_6206	1.122
MSMEG_6207	2.2418
MSMEG_6208	2.2836
MSMEG_6209	1.7881
MSMEG_6210	0.1314
MSMEG_6211	6.7091
MSMEG_6212	1.105
MSMEG_6213	0.9594
MSMEG_6214	1.6954
MSMEG_6215	1.6131
MSMEG_6216	2.4723
MSMEG_6217	0.1302
MSMEG_6218	0.221
MSMEG_6219	1.07
MSMEG_6220	0.2011
